Team,Pts,Opp Pts,Avg. Mrg,Pace,Off Eff,Def Eff,Net Rtg,EFg%,Opp EFg%,Ts%,Opp Ts%,Win,Loss,Reb Rate,Eff Pts,Opp Eff Pts,Season,Season Type,Match Count,,,,,,,,,,,,,,
Boston Celtics,102.14,102.14,0,91.11,106.56,106.72,-0.16,0.485,0.493,0.535,0.543,7,7,50.93,116.29,111.29,2008-2009,POFF,14,,,,,,,,,,,,,,
Chicago Bulls,108.29,112.57,-4.29,92.25,106.31,110.21,-3.9,0.483,0.495,0.54,0.542,3,4,50.16,119,126.86,2008-2009,POFF,7,,,,,,,,,,,,,,
Cleveland Cavaliers,97.57,89.07,8.5,84.94,114.02,103.92,10.11,0.507,0.48,0.556,0.525,10,4,53.71,109.21,91.21,2008-2009,POFF,14,,,,,,,,,,,,,,
Dallas Mavericks,101.6,102.5,-0.9,90.1,112.76,113.89,-1.13,0.518,0.525,0.576,0.569,5,5,52.18,113.1,112.8,2008-2009,POFF,10,,,,,,,,,,,,,,
Denver Nuggets,107.94,99.31,8.63,92.19,117.09,107.66,9.43,0.526,0.493,0.579,0.555,10,6,50.27,124.25,106.13,2008-2009,POFF,16,,,,,,,,,,,,,,
Detroit Pistons,78,93.5,-15.5,81.5,95.71,114.72,-19.02,0.429,0.498,0.468,0.562,0,4,45.58,76.25,110.75,2008-2009,POFF,4,,,,,,,,,,,,,,
Houston Rockets,91.46,92.92,-1.46,87,105.13,106.81,-1.68,0.49,0.487,0.534,0.527,7,6,50.05,98.08,104.08,2008-2009,POFF,13,,,,,,,,,,,,,,
Los Angeles Lakers,102.39,95.17,7.22,91.05,111.45,103.55,7.91,0.508,0.471,0.553,0.523,16,7,50.68,115.44,102.04,2008-2009,POFF,23,,,,,,,,,,,,,,
Miami Heat,88.14,87.29,0.86,82.71,106.56,105.53,1.04,0.501,0.464,0.554,0.515,3,4,50.94,98.86,92,2008-2009,POFF,7,,,,,,,,,,,,,,
New Orleans Hornets,84.2,108.4,-24.2,89.8,93.76,121.25,-27.49,0.439,0.563,0.51,0.606,1,4,46.95,81.4,132.4,2008-2009,POFF,5,,,,,,,,,,,,,,
Orlando Magic,96.96,95.13,1.83,88.6,108.03,105.89,2.14,0.513,0.488,0.555,0.533,13,11,49.54,104.67,102.96,2008-2009,POFF,24,,,,,,,,,,,,,,
Philadelphia 76ers,88.5,96.17,-7.67,88.17,100.38,109.49,-9.11,0.492,0.514,0.526,0.554,2,4,48.25,91.67,106.33,2008-2009,POFF,6,,,,,,,,,,,,,,
Portland Trailblazers,87.17,92.5,-5.33,83.17,104.81,110.56,-5.75,0.484,0.517,0.524,0.556,2,4,47.6,95.17,103.67,2008-2009,POFF,6,,,,,,,,,,,,,,
San Antonio Spurs,90.4,96.4,-6,86,105.12,111.83,-6.72,0.495,0.516,0.528,0.571,1,4,47.59,94.2,112.6,2008-2009,POFF,5,,,,,,,,,,,,,,
Utah Jazz,97.4,106.6,-9.2,94.2,103.4,113.89,-10.49,0.463,0.546,0.517,0.586,1,4,51.08,110.8,121,2008-2009,POFF,5,,,,,,,,,,,,,,
Atlanta Hawks,101.68,97.02,4.66,89.65,112.42,107.54,4.88,0.506,0.496,0.546,0.535,53,29,50.2,116.21,107.52,2009-2010,REG,82,,,,,,,,,,,,,,
Boston Celtics,99.22,95.56,3.66,91.05,108.42,104.47,3.96,0.522,0.487,0.564,0.534,50,32,49.06,114.59,102.28,2009-2010,REG,82,,,,,,,,,,,,,,
Charlotte Bobcats,95.28,93.82,1.46,89.59,105.28,103.5,1.78,0.49,0.491,0.538,0.528,44,38,50.74,105.93,103.38,2009-2010,REG,82,,,,,,,,,,,,,,
Chicago Bulls,97.48,99.11,-1.63,92.79,103.86,105.7,-1.84,0.477,0.484,0.52,0.525,41,41,51.03,109.88,109.55,2009-2010,REG,82,,,,,,,,,,,,,,
Cleveland Cavaliers,102.11,95.59,6.53,90.52,112.24,104.88,7.35,0.532,0.482,0.57,0.525,61,21,52.43,118.42,102.12,2009-2010,REG,82,,,,,,,,,,,,,,
Dallas Mavericks,102,99.28,2.72,92.17,109.55,106.56,2.99,0.506,0.495,0.552,0.534,55,27,49.32,119.45,109.05,2009-2010,REG,82,,,,,,,,,,,,,,
Denver Nuggets,106.45,102.37,4.09,94.37,112.23,107.88,4.35,0.509,0.495,0.561,0.543,53,29,49.46,118.4,112.7,2009-2010,REG,82,,,,,,,,,,,,,,
Detroit Pistons,94.01,99.12,-5.11,88.25,106,111.88,-5.88,0.474,0.526,0.515,0.572,27,55,50.47,100.77,114.49,2009-2010,REG,82,,,,,,,,,,,,,,
Golden State Warriors,108.81,112.4,-3.6,100.14,108.38,111.88,-3.5,0.514,0.525,0.557,0.57,26,56,44.42,117.33,129.35,2009-2010,REG,82,,,,,,,,,,,,,,
Houston Rockets,102.38,102.74,-0.37,93.75,107.97,108.61,-0.64,0.494,0.511,0.537,0.55,42,40,49.53,111.05,116.92,2009-2010,REG,82,,,,,,,,,,,,,,
Indiana Pacers,100.77,103.78,-3.01,96.5,104.29,107.46,-3.17,0.491,0.49,0.536,0.538,32,50,47.11,109.68,117.05,2009-2010,REG,82,,,,,,,,,,,,,,
Los Angeles Clippers,95.72,102.07,-6.35,92.08,103.82,110.7,-6.88,0.491,0.509,0.529,0.548,29,53,50.44,106.81,117.65,2009-2010,REG,82,,,,,,,,,,,,,,
Los Angeles Lakers,101.7,96.98,4.72,92.48,109.14,104.06,5.08,0.496,0.484,0.538,0.522,57,25,51.23,115.28,107.43,2009-2010,REG,82,,,,,,,,,,,,,,
Memphis Grizzlies,102.49,104,-1.51,93.02,108.93,110.35,-1.42,0.494,0.52,0.536,0.556,40,42,52.27,111.34,117.56,2009-2010,REG,82,,,,,,,,,,,,,,
Miami Heat,96.51,94.23,2.28,88.93,107.44,104.59,2.85,0.496,0.48,0.537,0.527,47,35,50.66,108.88,100.6,2009-2010,REG,82,,,,,,,,,,,,,,
Milwaukee Bucks,97.67,95.98,1.7,91.51,105.13,103.43,1.7,0.482,0.486,0.518,0.537,46,36,50.09,107.81,106.65,2009-2010,REG,82,,,,,,,,,,,,,,
Minnesota Timberwolves,98.18,107.78,-9.6,95.73,102.04,111.89,-9.85,0.478,0.525,0.518,0.564,15,67,49.72,103.79,127.78,2009-2010,REG,82,,,,,,,,,,,,,,
New Jersey Nets,92.38,101.5,-9.12,91.46,100.49,110.65,-10.16,0.458,0.517,0.509,0.556,12,70,47.43,98.1,121.05,2009-2010,REG,82,,,,,,,,,,,,,,
New Orleans Hornets,100.24,102.71,-2.46,92.45,107.61,110.64,-3.04,0.506,0.523,0.543,0.559,37,45,48.86,112.12,118.02,2009-2010,REG,82,,,,,,,,,,,,,,
New York Knicks,102.11,105.93,-3.82,93.68,107.9,111.85,-3.95,0.509,0.526,0.547,0.561,29,53,47.36,111.17,120.54,2009-2010,REG,82,,,,,,,,,,,,,,
Oklahoma City Thunder,101.49,98,3.49,92.8,108.67,104.72,3.95,0.494,0.483,0.547,0.528,50,32,51.69,115.87,105.09,2009-2010,REG,82,,,,,,,,,,,,,,
Orlando Magic,102.76,95.27,7.49,91.13,112.47,104.15,8.32,0.536,0.477,0.573,0.518,59,23,51.94,115.22,100.76,2009-2010,REG,82,,,,,,,,,,,,,,
Philadelphia 76ers,97.73,101.63,-3.9,91.55,106.08,110.68,-4.6,0.496,0.518,0.534,0.56,27,55,50.03,109.87,114.67,2009-2010,REG,82,,,,,,,,,,,,,,
Phoenix Suns,110.23,105.33,4.9,94.88,115.89,110.48,5.41,0.546,0.491,0.586,0.534,54,28,50.39,125.39,114.2,2009-2010,REG,82,,,,,,,,,,,,,,
Portland Trailblazers,98.11,94.81,3.31,87.2,111.52,107.57,3.95,0.499,0.502,0.548,0.542,50,32,51.35,110.21,102.06,2009-2010,REG,82,,,,,,,,,,,,,,
Sacramento Kings,100,104.37,-4.37,93.68,105.67,110.33,-4.66,0.491,0.505,0.528,0.551,25,57,50.35,107.92,116.42,2009-2010,REG,82,,,,,,,,,,,,,,
San Antonio Spurs,101.37,96.28,5.09,91.06,110.75,105.2,5.56,0.515,0.483,0.552,0.525,50,32,51.98,115.42,104.61,2009-2010,REG,82,,,,,,,,,,,,,,
Toronto Raptors,104.07,105.85,-1.78,92.58,111.85,113.6,-1.75,0.521,0.513,0.564,0.559,40,42,49.46,116.04,119.73,2009-2010,REG,82,,,,,,,,,,,,,,
Utah Jazz,104.23,98.89,5.34,93.42,111.14,105.55,5.6,0.524,0.492,0.566,0.542,53,29,51.85,123.73,106.56,2009-2010,REG,82,,,,,,,,,,,,,,
Washington Wizards,96.24,101.02,-4.78,91.4,104.5,109.87,-5.37,0.481,0.502,0.524,0.546,26,56,49.7,103.49,114.37,2009-2010,REG,82,,,,,,,,,,,,,,
Atlanta Hawks,89.46,96.27,-6.82,85.36,104.79,113.26,-8.47,0.453,0.515,0.501,0.553,4,7,49.38,96.27,106.82,2009-2010,POFF,11,,,,,,,,,,,,,,
Boston Celtics,93.88,91.13,2.75,88.95,105.08,102.48,2.6,0.491,0.473,0.539,0.526,15,9,49.63,105.83,95.5,2009-2010,POFF,24,,,,,,,,,,,,,,
Charlotte Bobcats,85.5,94.75,-9.25,85,100.59,112.8,-12.21,0.477,0.522,0.523,0.571,0,4,49.16,91.5,102.75,2009-2010,POFF,4,,,,,,,,,,,,,,
Chicago Bulls,97,106.2,-9.2,93,104.3,113.95,-9.65,0.457,0.558,0.504,0.593,1,4,49.76,103.4,124,2009-2010,POFF,5,,,,,,,,,,,,,,
Cleveland Cavaliers,100.18,98.91,1.27,92.64,108.15,106.67,1.48,0.517,0.481,0.568,0.527,6,5,49.6,111.64,108.91,2009-2010,POFF,11,,,,,,,,,,,,,,
Dallas Mavericks,92.83,93.33,-0.5,88.17,105.29,105.66,-0.37,0.468,0.486,0.518,0.525,2,4,51.17,105.67,100.83,2009-2010,POFF,6,,,,,,,,,,,,,,
Denver Nuggets,109.33,110.5,-1.17,95.83,114.09,115.3,-1.22,0.517,0.548,0.577,0.596,2,4,50.75,117.83,121.33,2009-2010,POFF,6,,,,,,,,,,,,,,
Los Angeles Lakers,101.09,97.26,3.83,89.52,112.92,108.43,4.49,0.502,0.475,0.546,0.532,16,7,51.76,114.44,106.17,2009-2010,POFF,23,,,,,,,,,,,,,,
Miami Heat,87.6,95.8,-8.2,89.8,97.55,106.21,-8.66,0.479,0.523,0.513,0.569,1,4,48.7,90.2,112.4,2009-2010,POFF,5,,,,,,,,,,,,,,
Milwaukee Bucks,90,93.71,-3.71,85.14,105.71,109.52,-3.81,0.465,0.482,0.51,0.523,3,4,47.82,94,108,2009-2010,POFF,7,,,,,,,,,,,,,,
Oklahoma City Thunder,93.83,95.5,-1.67,90.67,103.49,105.92,-2.42,0.426,0.488,0.506,0.521,2,4,50,101.5,106.83,2009-2010,POFF,6,,,,,,,,,,,,,,
Orlando Magic,96.57,87.93,8.64,85.51,112.11,101.48,10.62,0.533,0.458,0.575,0.513,10,4,51.93,105.64,93,2009-2010,POFF,14,,,,,,,,,,,,,,
Phoenix Suns,107.13,102.5,4.63,90.06,118.95,113.42,5.53,0.536,0.512,0.582,0.553,10,6,50.39,118.06,114.38,2009-2010,POFF,16,,,,,,,,,,,,,,
Portland Trailblazers,93,103.33,-10.33,86.5,107.52,119.92,-12.41,0.471,0.536,0.522,0.579,2,4,47.76,98.33,115.83,2009-2010,POFF,6,,,,,,,,,,,,,,
San Antonio Spurs,96.1,99.5,-3.4,90.6,106.07,109.82,-3.75,0.494,0.499,0.533,0.546,4,6,48.87,104.8,110.6,2009-2010,POFF,10,,,,,,,,,,,,,,
Utah Jazz,107.1,109.3,-2.2,94.2,113.69,116.15,-2.46,0.52,0.522,0.568,0.578,4,6,48.53,117.5,121.9,2009-2010,POFF,10,,,,,,,,,,,,,,
Atlanta Hawks,95,95.82,-0.82,88.96,106.52,107.65,-1.12,0.501,0.495,0.542,0.537,44,38,49.2,106.88,108.84,2010-2011,REG,82,,,,,,,,,,,,,,
Boston Celtics,96.5,91.13,5.37,89.95,106.75,100.89,5.85,0.519,0.469,0.561,0.516,56,26,49.47,113.27,96.54,2010-2011,REG,82,,,,,,,,,,,,,,
Charlotte Bobcats,93.29,97.29,-4,89.23,103.9,108.52,-4.62,0.482,0.5,0.528,0.544,34,48,50.32,103.95,111.21,2010-2011,REG,82,,,,,,,,,,,,,,
Chicago Bulls,98.62,91.31,7.32,89.74,109.06,100.63,8.43,0.501,0.463,0.541,0.509,62,20,53.48,115,97.24,2010-2011,REG,82,,,,,,,,,,,,,,
Cleveland Cavaliers,95.45,104.46,-9.01,92.49,102.81,112.39,-9.57,0.472,0.524,0.518,0.561,19,63,48.07,101.49,123.56,2010-2011,REG,82,,,,,,,,,,,,,,
Dallas Mavericks,100.24,96.01,4.23,90.92,110.11,105.34,4.78,0.525,0.488,0.565,0.528,57,25,50.44,116.67,105.39,2010-2011,REG,82,,,,,,,,,,,,,,
Denver Nuggets,107.45,102.7,4.76,94.9,113.08,108.05,5.03,0.526,0.5,0.574,0.542,50,32,50.4,120.2,115.02,2010-2011,REG,82,,,,,,,,,,,,,,
Detroit Pistons,96.96,100.56,-3.6,88.52,108.44,112.31,-3.87,0.495,0.526,0.533,0.567,30,52,48.7,106,116.73,2010-2011,REG,82,,,,,,,,,,,,,,
Golden State Warriors,103.38,105.71,-2.33,94.57,108.49,110.99,-2.5,0.51,0.509,0.544,0.557,36,46,47.51,115.05,122.15,2010-2011,REG,82,,,,,,,,,,,,,,
Houston Rockets,105.92,103.73,2.18,94.09,111.43,109.3,2.13,0.503,0.5,0.55,0.543,43,39,50.03,119.94,116.15,2010-2011,REG,82,,,,,,,,,,,,,,
Indiana Pacers,99.79,100.87,-1.07,94.41,105.17,106.53,-1.36,0.486,0.487,0.533,0.531,37,45,50.15,109.37,111.82,2010-2011,REG,82,,,,,,,,,,,,,,
Los Angeles Clippers,98.65,101.78,-3.13,92.21,106.04,109.72,-3.67,0.496,0.499,0.535,0.546,32,50,50.97,107.95,114.12,2010-2011,REG,82,,,,,,,,,,,,,,
Los Angeles Lakers,101.48,95.37,6.11,90.42,111.38,104.53,6.85,0.502,0.477,0.545,0.514,57,25,51.46,117.72,105.76,2010-2011,REG,82,,,,,,,,,,,,,,
Memphis Grizzlies,99.94,97.6,2.34,91.12,108.57,105.66,2.91,0.493,0.502,0.534,0.545,46,36,50.52,112.95,107.89,2010-2011,REG,82,,,,,,,,,,,,,,
Miami Heat,102.06,94.6,7.46,90.35,112.4,104,8.4,0.524,0.475,0.573,0.518,58,24,51.82,116.54,99.65,2010-2011,REG,82,,,,,,,,,,,,,,
Milwaukee Bucks,91.88,92.72,-0.84,89.43,101.96,102.84,-0.88,0.467,0.481,0.511,0.528,35,47,49.1,100.28,103.27,2010-2011,REG,82,,,,,,,,,,,,,,
Minnesota Timberwolves,101.07,107.71,-6.63,96.21,104.53,111.45,-6.92,0.483,0.514,0.526,0.56,17,65,51.06,107.99,125.34,2010-2011,REG,82,,,,,,,,,,,,,,
New Jersey Nets,94.17,100.42,-6.24,89.7,103.28,110.58,-7.31,0.474,0.503,0.517,0.547,24,58,49.45,102.35,114.57,2010-2011,REG,82,,,,,,,,,,,,,,
New Orleans Hornets,94.93,94.04,0.89,88.32,106.67,105.86,0.81,0.493,0.501,0.537,0.543,46,36,50.51,107.71,104.94,2010-2011,REG,82,,,,,,,,,,,,,,
New York Knicks,106.51,105.73,0.78,95.19,111.33,110.4,0.93,0.513,0.511,0.561,0.554,42,40,47.89,118.16,116.98,2010-2011,REG,82,,,,,,,,,,,,,,
Oklahoma City Thunder,104.83,101.04,3.79,92.83,111.09,107.22,3.87,0.501,0.493,0.561,0.535,55,27,51.32,120.06,109,2010-2011,REG,82,,,,,,,,,,,,,,
Orlando Magic,99.21,93.74,5.46,90.31,109.02,102.8,6.22,0.521,0.475,0.555,0.518,52,30,52.12,109.31,100.52,2010-2011,REG,82,,,,,,,,,,,,,,
Philadelphia 76ers,99.01,97.51,1.5,91.47,106.89,105.09,1.8,0.494,0.487,0.535,0.532,41,41,49.56,113.5,109.81,2010-2011,REG,82,,,,,,,,,,,,,,
Phoenix Suns,105.01,105.9,-0.89,94.03,109.86,110.62,-0.76,0.522,0.513,0.559,0.551,40,42,47.6,116.45,120.52,2010-2011,REG,82,,,,,,,,,,,,,,
Portland Trailblazers,96.29,94.77,1.53,87.82,108.96,107.14,1.81,0.486,0.51,0.533,0.552,48,34,49.79,107.94,103.87,2010-2011,REG,82,,,,,,,,,,,,,,
Sacramento Kings,99.4,104.74,-5.34,94.62,104.13,109.64,-5.51,0.48,0.513,0.519,0.555,24,58,51.58,106.94,117.78,2010-2011,REG,82,,,,,,,,,,,,,,
San Antonio Spurs,103.68,97.98,5.71,92.28,111.8,105.78,6.02,0.527,0.491,0.567,0.528,61,21,50.4,118.87,107.88,2010-2011,REG,82,,,,,,,,,,,,,,
Toronto Raptors,99.07,105.35,-6.28,92.57,106.49,113.43,-6.94,0.491,0.522,0.533,0.567,22,60,49.53,108.63,120.59,2010-2011,REG,82,,,,,,,,,,,,,,
Utah Jazz,99.43,101.26,-1.83,90.74,108.48,110.47,-2,0.498,0.505,0.544,0.556,39,43,49.13,113.59,112.56,2010-2011,REG,82,,,,,,,,,,,,,,
Washington Wizards,97.28,104.68,-7.4,93.44,102.81,110.66,-7.85,0.471,0.512,0.514,0.557,23,59,48.47,104.44,119.49,2010-2011,REG,82,,,,,,,,,,,,,,
Atlanta Hawks,86.25,90.67,-4.42,85.17,101.27,106.98,-5.71,0.464,0.47,0.505,0.517,6,6,46.9,92.58,101.67,2010-2011,POFF,12,,,,,,,,,,,,,,
Boston Celtics,94.67,93.33,1.33,88.09,106.23,104.74,1.5,0.514,0.466,0.552,0.521,5,4,49.09,106.22,97.89,2010-2011,POFF,9,,,,,,,,,,,,,,
Chicago Bulls,92.5,88.25,4.25,85.94,106.94,101.66,5.28,0.461,0.462,0.51,0.516,9,7,53.74,106.06,95.44,2010-2011,POFF,16,,,,,,,,,,,,,,
Dallas Mavericks,98.24,92.48,5.76,86.67,112.79,105.89,6.91,0.519,0.482,0.571,0.53,16,5,48.88,110.19,102.43,2010-2011,POFF,21,,,,,,,,,,,,,,
Denver Nuggets,97.4,102.2,-4.8,94.2,103.4,108.03,-4.64,0.468,0.468,0.525,0.537,1,4,44.08,96.2,115.6,2010-2011,POFF,5,,,,,,,,,,,,,,
Indiana Pacers,90.2,97.6,-7.4,89.6,100.67,109.42,-8.75,0.445,0.461,0.496,0.524,1,4,45.28,91.6,111.8,2010-2011,POFF,5,,,,,,,,,,,,,,
Los Angeles Lakers,93.2,94.5,-1.3,86.2,108.12,109.12,-1,0.477,0.524,0.526,0.566,4,6,53.26,104.2,106.7,2010-2011,POFF,10,,,,,,,,,,,,,,
Memphis Grizzlies,98.62,99.31,-0.69,89.79,105.6,106.52,-0.92,0.46,0.482,0.512,0.54,7,6,49.65,108,110.15,2010-2011,POFF,13,,,,,,,,,,,,,,
Miami Heat,92.76,90.1,2.67,85.86,106.97,104.19,2.79,0.485,0.475,0.542,0.519,14,7,51.34,104.05,97.62,2010-2011,POFF,21,,,,,,,,,,,,,,
New Orleans Hornets,89.33,96.5,-7.17,85.83,104.08,113.75,-9.68,0.488,0.5,0.537,0.557,2,4,45.07,95.17,110.17,2010-2011,POFF,6,,,,,,,,,,,,,,
New York Knicks,90.75,99.25,-8.5,90.25,100.55,109.97,-9.42,0.435,0.52,0.483,0.551,0,4,47.79,89.5,117.75,2010-2011,POFF,4,,,,,,,,,,,,,,
Oklahoma City Thunder,102.47,100.59,1.88,90.98,109.29,107.08,2.21,0.482,0.46,0.548,0.523,9,8,53.46,115.41,106.12,2010-2011,POFF,17,,,,,,,,,,,,,,
Orlando Magic,88.67,86.83,1.83,85.33,103.91,100.97,2.94,0.449,0.465,0.503,0.504,2,4,52.37,91.5,91.5,2010-2011,POFF,6,,,,,,,,,,,,,,
Philadelphia 76ers,86.6,94,-7.4,85.2,101.64,110.33,-8.69,0.453,0.462,0.485,0.527,1,4,46.24,95.8,108.8,2010-2011,POFF,5,,,,,,,,,,,,,,
Portland Trailblazers,88.17,93.33,-5.17,83.5,105.59,112.22,-6.64,0.487,0.507,0.534,0.554,2,4,48.71,98.5,103.5,2010-2011,POFF,6,,,,,,,,,,,,,,
San Antonio Spurs,94.33,97.5,-3.17,90.43,102.54,106.17,-3.63,0.471,0.498,0.526,0.539,2,4,49.6,102.67,109.83,2010-2011,POFF,6,,,,,,,,,,,,,,
Atlanta Hawks,96.59,93.15,3.44,89.71,105.51,101.64,3.88,0.5,0.48,0.535,0.517,40,26,49.34,109.99,103.56,2011-2012,REG,66,,,,,,,,,,,,,,
Boston Celtics,91.85,89.33,2.52,90.07,101.34,98.84,2.49,0.496,0.452,0.535,0.498,39,27,47.31,107.18,97.2,2011-2012,REG,66,,,,,,,,,,,,,,
Charlotte Bobcats,86.96,100.86,-13.91,90.61,95.67,110.97,-15.3,0.439,0.512,0.483,0.549,7,59,46.39,91.27,120.73,2011-2012,REG,66,,,,,,,,,,,,,,
Chicago Bulls,96.35,88.17,8.18,88.65,108,98.44,9.56,0.49,0.45,0.523,0.486,50,16,53.86,114.24,94.53,2011-2012,REG,66,,,,,,,,,,,,,,
Cleveland Cavaliers,93.03,100.23,-7.2,91.04,101.39,109.02,-7.63,0.463,0.508,0.505,0.544,21,45,49.69,97.5,117.49,2011-2012,REG,66,,,,,,,,,,,,,,
Dallas Mavericks,95.79,94.83,0.96,91.25,103.5,102.44,1.07,0.489,0.479,0.527,0.519,36,30,49.34,109.3,106.14,2011-2012,REG,66,,,,,,,,,,,,,,
Denver Nuggets,104.12,101.24,2.88,93.77,109.65,106.45,3.2,0.516,0.508,0.556,0.542,38,28,51.68,119.39,113.49,2011-2012,REG,66,,,,,,,,,,,,,,
Detroit Pistons,90.86,95.65,-4.79,89.04,101.25,106.66,-5.41,0.468,0.5,0.51,0.543,25,41,49.71,96.29,111.58,2011-2012,REG,66,,,,,,,,,,,,,,
Golden State Warriors,97.77,101.18,-3.41,92.41,105.3,108.83,-3.53,0.505,0.496,0.539,0.539,23,43,46.09,110.23,116.74,2011-2012,REG,66,,,,,,,,,,,,,,
Houston Rockets,98.09,97.86,0.23,91.79,105.37,105.23,0.14,0.492,0.49,0.529,0.531,34,32,50.24,109.49,108.2,2011-2012,REG,66,,,,,,,,,,,,,,
Indiana Pacers,97.71,94.41,3.3,90.61,106.83,103.25,3.58,0.474,0.476,0.526,0.518,42,24,50.91,108.85,102.44,2011-2012,REG,66,,,,,,,,,,,,,,
Los Angeles Clippers,97.55,94.99,2.56,88.84,108.93,106.44,2.5,0.502,0.492,0.533,0.537,40,26,51.09,109.12,102.76,2011-2012,REG,66,,,,,,,,,,,,,,
Los Angeles Lakers,97.3,95.88,1.42,90.47,106.04,104.39,1.66,0.491,0.476,0.534,0.507,41,25,53.01,113.05,107.41,2011-2012,REG,66,,,,,,,,,,,,,,
Memphis Grizzlies,94.99,92.97,2.02,90.58,104.21,101.84,2.36,0.473,0.485,0.515,0.529,41,25,50.84,106.53,101.26,2011-2012,REG,66,,,,,,,,,,,,,,
Miami Heat,98.49,92.5,5.99,90.91,106.98,100.49,6.49,0.505,0.479,0.549,0.517,46,20,51.14,112.21,97.41,2011-2012,REG,66,,,,,,,,,,,,,,
Milwaukee Bucks,99.02,98.74,0.27,93.67,105.54,105.35,0.19,0.481,0.489,0.521,0.532,31,35,48.71,112.09,110.91,2011-2012,REG,66,,,,,,,,,,,,,,
Minnesota Timberwolves,97.94,100.14,-2.2,93.31,104.31,106.55,-2.24,0.477,0.491,0.524,0.527,26,40,50.17,105.14,114.33,2011-2012,REG,66,,,,,,,,,,,,,,
New Jersey Nets,93.09,99.08,-5.99,90.02,103.09,109.73,-6.65,0.473,0.513,0.516,0.549,22,44,48.63,99.23,115.96,2011-2012,REG,66,,,,,,,,,,,,,,
New Orleans Hornets,89.64,93.39,-3.76,88.25,100.94,105.39,-4.45,0.476,0.485,0.517,0.528,21,45,50.69,101.44,105.64,2011-2012,REG,66,,,,,,,,,,,,,,
New York Knicks,97.85,94.65,3.2,92.84,104.74,101.54,3.19,0.492,0.485,0.533,0.526,36,30,49.94,106.62,101.79,2011-2012,REG,66,,,,,,,,,,,,,,
Oklahoma City Thunder,103.06,96.94,6.12,93.09,109.67,103.19,6.48,0.516,0.465,0.567,0.508,47,19,51.42,117.99,103.44,2011-2012,REG,66,,,,,,,,,,,,,,
Orlando Magic,93.88,93.28,0.6,88.66,105.04,104.3,0.74,0.504,0.487,0.532,0.525,36,29,50.53,101.4,105.23,2011-2012,REG,65,,,,,,,,,,,,,,
Philadelphia 76ers,93.54,89.03,4.51,89.25,104.31,98.75,5.55,0.478,0.458,0.51,0.499,35,30,49.8,110.28,98.42,2011-2012,REG,65,,,,,,,,,,,,,,
Phoenix Suns,98.36,98.61,-0.24,92.23,106.65,106.58,0.07,0.499,0.491,0.536,0.53,33,33,48.99,111.3,111.56,2011-2012,REG,66,,,,,,,,,,,,,,
Portland Trailblazers,97.2,97.82,-0.62,91.04,105.93,106.64,-0.71,0.488,0.504,0.531,0.54,28,38,49.01,107.3,110.42,2011-2012,REG,66,,,,,,,,,,,,,,
Sacramento Kings,98.76,104.44,-5.68,94.52,103.99,110.15,-6.16,0.472,0.515,0.51,0.551,22,44,48.79,105.49,122.83,2011-2012,REG,66,,,,,,,,,,,,,,
San Antonio Spurs,103.65,96.49,7.17,92.61,111.22,103.65,7.57,0.528,0.489,0.562,0.522,50,16,51.05,119.77,105.74,2011-2012,REG,66,,,,,,,,,,,,,,
Toronto Raptors,90.7,94,-3.3,89.04,101.06,104.78,-3.72,0.475,0.475,0.518,0.524,23,43,50.89,101.83,103.32,2011-2012,REG,66,,,,,,,,,,,,,,
Utah Jazz,99.65,99.03,0.62,91.37,106.87,106.31,0.56,0.481,0.493,0.525,0.538,36,30,51.78,114.36,109.27,2011-2012,REG,66,,,,,,,,,,,,,,
Washington Wizards,93.64,98.44,-4.8,92.52,101.05,106.67,-5.62,0.472,0.492,0.508,0.536,20,46,48.91,102.06,111.05,2011-2012,REG,66,,,,,,,,,,,,,,
Atlanta Hawks,82.17,86.83,-4.67,87.81,91.98,96.48,-4.5,0.438,0.461,0.475,0.508,2,4,50.8,85.17,103.83,2011-2012,POFF,6,,,,,,,,,,,,,,
Boston Celtics,89.5,88.5,1,87.93,100.22,99.61,0.62,0.468,0.464,0.516,0.503,11,9,48.57,102.3,95.25,2011-2012,POFF,20,,,,,,,,,,,,,,
Chicago Bulls,84.33,86,-1.67,87.5,96.38,98.47,-2.09,0.448,0.428,0.475,0.483,2,4,53.22,98.67,96.5,2011-2012,POFF,6,,,,,,,,,,,,,,
Dallas Mavericks,93.25,99.75,-6.5,91,102.47,108.72,-6.25,0.455,0.52,0.519,0.573,0,4,50.78,95.75,115.25,2011-2012,POFF,4,,,,,,,,,,,,,,
Denver Nuggets,96.71,96.29,0.43,89.71,107.8,107.33,0.48,0.46,0.461,0.492,0.497,3,4,50.15,111.86,112.71,2011-2012,POFF,7,,,,,,,,,,,,,,
Indiana Pacers,90.91,89.55,1.36,87.08,103.41,101.97,1.45,0.461,0.469,0.507,0.51,6,5,52.67,98.73,94,2011-2012,POFF,11,,,,,,,,,,,,,,
Los Angeles Clippers,90.91,95.55,-4.64,80.42,111.98,117.96,-5.98,0.499,0.491,0.53,0.539,4,7,46.71,98.55,106.46,2011-2012,POFF,11,,,,,,,,,,,,,,
Los Angeles Lakers,94,98.17,-4.17,89.33,105.22,109.89,-4.66,0.454,0.474,0.502,0.515,5,7,50,106.08,114.75,2011-2012,POFF,12,,,,,,,,,,,,,,
